Sr No.,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations,Pay Branch Code,Pay Teller
4893,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1661,1000000,691,3428540
4894,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1664,1000000,691,3428540
4895,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1666,1000000,691,3428540
4896,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1651,1000000,691,3428540
4897,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1669,1000000,691,3428540
4898,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1662,1000000,691,3428540
4899,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1671,1000000,691,3428540
4900,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1659,1000000,691,3428540
4901,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1665,1000000,691,3428540
4902,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,1667,1000000,691,3428540
4903,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13518,1000000,691,3428540
4904,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13520,1000000,691,3428540
4905,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13522,1000000,691,3428540
4906,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13524,1000000,691,3428540
4907,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13521,1000000,691,3428540
4908,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13523,1000000,691,3428540
4909,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12764,1000000,691,3428540
4910,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,8022,100000,691,3428540
4911,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,8020,100000,691,3428540
4912,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,8018,100000,691,3428540
4913,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,8024,100000,691,3428540
4914,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,8015,100000,691,3428540
4915,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,3228,100000,691,3428540
4916,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28701,100000,691,3428540
4917,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28705,100000,691,3428540
4918,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,28703,100000,691,3428540
4919,2020-01-28,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,3226,100000,691,3428540
4920,2020-02-03,BHARATIYA JANATA PARTY,*******8244,OC,7749,10000000,691,3428540
4921,2020-02-03,BHARATIYA JANATA PARTY,*******8244,OC,7771,10000000,691,3428540
4922,2020-02-03,BHARATIYA JANATA PARTY,*******8244,OC,7772,10000000,691,3428540
4923,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7897,10000000,1,3476510
4924,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6374,10000000,1,3476510
4925,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7999,10000000,1,3476510
4926,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7872,10000000,1,3476510
4927,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7861,10000000,1,3476510
4928,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7924,10000000,1,3476510
4929,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7919,10000000,1,3476510
4930,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7886,10000000,1,3476510
4931,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7917,10000000,1,3476510
4932,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7874,10000000,1,3476510
4933,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7915,10000000,1,3476510
4934,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7913,10000000,1,3476510
4935,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7921,10000000,1,3476510
4936,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6372,10000000,1,3476510
4937,2020-10-22,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,7899,10000000,1,3476510
4938,2020-10-23,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,3005,1000000,152,3776182
4939,2020-10-23,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,3007,1000000,152,3776182
4940,2020-10-23,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,3001,1000000,152,3776182
4941,2020-10-23,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,3003,1000000,152,3776182
4942,2020-10-23,BIJU JANATA DAL,*******4340,OC,8005,10000000,41,5804566
4943,2020-10-23,BIJU JANATA DAL,*******4340,OC,7955,10000000,41,5804566
4944,2020-10-23,BIJU JANATA DAL,*******4340,OC,8007,10000000,41,5804566
4945,2020-10-23,BIJU JANATA DAL,*******4340,OC,8027,10000000,41,5804566
4946,2020-10-23,BIJU JANATA DAL,*******4340,OC,6373,10000000,41,5804566
4947,2020-10-23,BIJU JANATA DAL,*******4340,OC,7925,10000000,41,5804566
4948,2020-10-23,BIJU JANATA DAL,*******4340,OC,8029,10000000,41,5804566
4949,2020-10-23,BIJU JANATA DAL,*******4340,OC,7873,10000000,41,5804566
4950,2020-10-23,BIJU JANATA DAL,*******4340,OC,7922,10000000,41,5804566
4951,2020-10-23,BIJU JANATA DAL,*******4340,OC,8053,10000000,41,5804566
4952,2020-10-23,BIJU JANATA DAL,*******4340,OC,7898,10000000,41,5804566
4953,2020-10-23,BIJU JANATA DAL,*******4340,OC,7953,10000000,41,5804566
4954,2020-10-23,BIJU JANATA DAL,*******4340,OC,7875,10000000,41,5804566
4955,2020-10-23,BIJU JANATA DAL,*******4340,OC,7951,10000000,41,5804566
4956,2020-10-23,BIJU JANATA DAL,*******4340,OC,7900,10000000,41,5804566
4957,2020-10-23,BIJU JANATA DAL,*******4340,OC,8031,10000000,41,5804566
4958,2020-10-23,BIJU JANATA DAL,*******4340,OC,8003,10000000,41,5804566
4959,2020-10-23,BIJU JANATA DAL,*******4340,OC,6375,10000000,41,5804566
4960,2020-10-23,BIJU JANATA DAL,*******4340,OC,8000,10000000,41,5804566
4961,2020-10-23,BIJU JANATA DAL,*******4340,OC,7920,10000000,41,5804566
4962,2020-10-23,BIJU JANATA DAL,*******4340,OC,7688,10000000,41,5804566
4963,2020-10-23,BIJU JANATA DAL,*******4340,OC,7698,10000000,41,5804566
4964,2020-10-23,BIJU JANATA DAL,*******4340,OC,7686,10000000,41,5804566
4965,2020-10-23,BIJU JANATA DAL,*******4340,OC,7680,10000000,41,5804566
4966,2020-10-23,BIJU JANATA DAL,*******4340,OC,7682,10000000,41,5804566
4967,2020-10-23,BIJU JANATA DAL,*******4340,OC,7684,10000000,41,5804566
4968,2020-10-23,BIJU JANATA DAL,*******4340,OC,7694,10000000,41,5804566
4969,2020-10-23,BIJU JANATA DAL,*******4340,OC,7692,10000000,41,5804566
4970,2020-10-23,BIJU JANATA DAL,*******4340,OC,7696,10000000,41,5804566
4971,2020-10-23,BIJU JANATA DAL,*******4340,OC,7690,10000000,41,5804566
4972,2020-10-23,BIJU JANATA DAL,*******4340,OC,7689,10000000,41,5804566
4973,2020-10-23,BIJU JANATA DAL,*******4340,OC,7687,10000000,41,5804566
4974,2020-10-23,BIJU JANATA DAL,*******4340,OC,7693,10000000,41,5804566
4975,2020-10-23,BIJU JANATA DAL,*******4340,OC,7691,10000000,41,5804566
4976,2020-10-23,BIJU JANATA DAL,*******4340,OC,7776,10000000,41,5804566
4977,2020-10-23,BIJU JANATA DAL,*******4340,OC,7699,10000000,41,5804566
4978,2020-10-23,BIJU JANATA DAL,*******4340,OC,7778,10000000,41,5804566
4979,2020-10-23,BIJU JANATA DAL,*******4340,OC,7685,10000000,41,5804566
4980,2020-10-23,BIJU JANATA DAL,*******4340,OC,7697,10000000,41,5804566
4981,2020-10-23,BIJU JANATA DAL,*******4340,OC,7695,10000000,41,5804566
4982,2020-10-23,BIJU JANATA DAL,*******4340,OC,7791,10000000,41,5804566
4983,2020-10-23,BIJU JANATA DAL,*******4340,OC,7779,10000000,41,5804566
4984,2020-10-23,BIJU JANATA DAL,*******4340,OC,7795,10000000,41,5804566
4985,2020-10-23,BIJU JANATA DAL,*******4340,OC,7787,10000000,41,5804566
4986,2020-10-23,BIJU JANATA DAL,*******4340,OC,7793,10000000,41,5804566
4987,2020-10-23,BIJU JANATA DAL,*******4340,OC,7789,10000000,41,5804566
4988,2020-10-23,BIJU JANATA DAL,*******4340,OC,7785,10000000,41,5804566
4989,2020-10-23,BIJU JANATA DAL,*******4340,OC,7777,10000000,41,5804566
4990,2020-10-23,BIJU JANATA DAL,*******4340,OC,7781,10000000,41,5804566
4991,2020-10-23,BIJU JANATA DAL,*******4340,OC,7783,10000000,41,5804566
4992,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5761,10000000,800,5614473
4993,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5772,10000000,800,5614473
4994,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5793,10000000,800,5614473
4995,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5776,10000000,800,5614473
4996,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5726,10000000,800,5614473
4997,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5795,10000000,800,5614473
4998,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5769,10000000,800,5614473
4999,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5798,10000000,800,5614473
5000,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5733,10000000,800,5614473
5001,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5739,10000000,800,5614473
5002,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5762,10000000,800,5614473
5003,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5768,10000000,800,5614473
5004,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5777,10000000,800,5614473
5005,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5765,10000000,800,5614473
5006,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5764,10000000,800,5614473
5007,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5794,10000000,800,5614473
5008,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5791,10000000,800,5614473
5009,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5735,10000000,800,5614473
5010,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5778,10000000,800,5614473
5011,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5792,10000000,800,5614473
5012,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5732,10000000,800,5614473
5013,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5759,10000000,800,5614473
5014,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5755,10000000,800,5614473
5015,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5796,10000000,800,5614473
5016,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5797,10000000,800,5614473
5017,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5782,10000000,800,5614473
5018,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5758,10000000,800,5614473
5019,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5781,10000000,800,5614473
5020,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5783,10000000,800,5614473
5021,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5786,10000000,800,5614473
5022,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5730,10000000,800,5614473
5023,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5753,10000000,800,5614473
5024,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5754,10000000,800,5614473
5025,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5766,10000000,800,5614473
5026,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5729,10000000,800,5614473
5027,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5763,10000000,800,5614473
5028,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5800,10000000,800,5614473
5029,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5767,10000000,800,5614473
5030,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5785,10000000,800,5614473
5031,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5788,10000000,800,5614473
5032,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5751,10000000,800,5614473
5033,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5775,10000000,800,5614473
5034,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5736,10000000,800,5614473
5035,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5770,10000000,800,5614473
5036,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5790,10000000,800,5614473
5037,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5799,10000000,800,5614473
5038,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5784,10000000,800,5614473
5039,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5789,10000000,800,5614473
5040,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5752,10000000,800,5614473
5041,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5773,10000000,800,5614473
5042,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5760,10000000,800,5614473
5043,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5780,10000000,800,5614473
5044,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5727,10000000,800,5614473
5045,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5774,10000000,800,5614473
5046,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5779,10000000,800,5614473
5047,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5738,10000000,800,5614473
5048,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5757,10000000,800,5614473
5049,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5756,10000000,800,5614473
5050,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5787,10000000,800,5614473
5051,2020-10-23,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,5771,10000000,800,5614473
5052,2020-10-27,BIJU JANATA DAL,*******4340,OC,4745,10000000,41,5804566
5053,2020-10-27,BIJU JANATA DAL,*******4340,OC,4739,10000000,41,5804566
5054,2020-10-27,BIJU JANATA DAL,*******4340,OC,4747,10000000,41,5804566
5055,2020-10-27,BIJU JANATA DAL,*******4340,OC,4741,10000000,41,5804566
5056,2020-10-27,BIJU JANATA DAL,*******4340,OC,4751,10000000,41,5804566
5057,2020-10-27,BIJU JANATA DAL,*******4340,OC,4749,10000000,41,5804566
5058,2020-10-27,BIJU JANATA DAL,*******4340,OC,4737,10000000,41,5804566
5059,2020-10-27,BIJU JANATA DAL,*******4340,OC,4743,10000000,41,5804566
5060,2020-10-27,BIJU JANATA DAL,*******4340,OC,4754,10000000,41,5804566
5061,2020-10-27,BIJU JANATA DAL,*******4340,OC,4750,10000000,41,5804566
5062,2020-10-27,BIJU JANATA DAL,*******4340,OC,4752,10000000,41,5804566
5063,2020-10-27,BIJU JANATA DAL,*******4340,OC,4748,10000000,41,5804566
5064,2020-10-28,BIJU JANATA DAL,*******4340,OC,4755,10000000,41,5804566
5065,2020-10-28,BIJU JANATA DAL,*******4340,OC,4757,10000000,41,5804566
5066,2020-10-28,BIJU JANATA DAL,*******4340,OC,4759,10000000,41,5804566
5067,2020-10-28,BIJU JANATA DAL,*******4340,OC,4761,10000000,41,5804566
5068,2020-10-28,BIJU JANATA DAL,*******4340,OC,4753,10000000,41,5804566
5069,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6840,10000000,800,5614473
5070,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6844,10000000,800,5614473
5071,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6850,10000000,800,5614473
5072,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6838,10000000,800,5614473
5073,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6842,10000000,800,5614473
5074,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6846,10000000,800,5614473
5075,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6832,10000000,800,5614473
5076,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6848,10000000,800,5614473
5077,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6836,10000000,800,5614473
5078,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6834,10000000,800,5614473
5079,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6792,10000000,800,5614473
5080,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6790,10000000,800,5614473
5081,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6782,10000000,800,5614473
5082,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6794,10000000,800,5614473
5083,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6784,10000000,800,5614473
5084,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6776,10000000,800,5614473
5085,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6780,10000000,800,5614473
5086,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6786,10000000,800,5614473
5087,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6778,10000000,800,5614473
5088,2020-10-29,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,6788,10000000,800,5614473
5089,2020-10-29,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3926,10000000,691,7516991
5090,2020-10-29,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3929,10000000,691,7516991
5091,2020-10-29,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,749,10000000,691,7516991
5092,2020-10-29,RASHTRIYA JANTA DAL,*******2758,OC,3927,10000000,152,3776182
5093,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13474,1000000,1,3476510
5094,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13468,1000000,1,3476510
5095,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13462,1000000,1,3476510
5096,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13476,1000000,1,3476510
5097,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13464,1000000,1,3476510
5098,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13472,1000000,1,3476510
5099,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13470,1000000,1,3476510
5100,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13466,1000000,1,3476510
5101,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13480,1000000,1,3476510
5102,2020-10-31,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13478,1000000,1,3476510
5103,2020-10-31,BIHAR PRADESH JANTA DAL(UNITED),*******4875,OC,3930,10000000,152,3776182
5104,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8192,10000000,691,3428540
5105,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8194,10000000,691,3428540
5106,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8190,10000000,691,3428540
5107,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8188,10000000,691,3428540
5108,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8196,10000000,691,3428540
5109,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,3894,10000000,691,3428540
5110,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8198,10000000,691,3428540
5111,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8117,10000000,691,3428540
5112,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8113,10000000,691,3428540
5113,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8200,10000000,691,3428540
5114,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8115,10000000,691,3428540
5115,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8959,10000000,691,3428540
5116,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8951,10000000,691,3428540
5117,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8957,10000000,691,3428540
5118,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8955,10000000,691,3428540
5119,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8961,10000000,691,3428540
5120,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8963,10000000,691,3428540
5121,2020-11-02,BHARATIYA JANATA PARTY,*******8244,OC,8953,10000000,691,3428540
5122,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,3009,1000000,691,3428540
5123,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,3011,1000000,691,3428540
5124,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,3015,1000000,691,3428540
5125,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,3013,1000000,691,3428540
5126,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,959,1000000,691,3428540
5127,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,943,1000000,691,3428540
5128,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,953,1000000,691,3428540
5129,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,949,1000000,691,3428540
5130,2020-11-02,BHARATIYA JANATA PARTY,*******8244,TL,962,1000000,691,3428540
5131,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OC,8114,10000000,691,3428540
5132,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13537,1000000,691,3428540
5133,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13529,1000000,691,3428540
5134,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13533,1000000,691,3428540
5135,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13539,1000000,691,3428540
5136,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13527,1000000,691,3428540
5137,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13541,1000000,691,3428540
5138,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13535,1000000,691,3428540
5139,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13525,1000000,691,3428540
5140,2020-11-05,BHARATIYA JANATA PARTY,*******8244,TL,13531,1000000,691,3428540
5141,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3242,100000,691,3428540
5142,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3236,100000,691,3428540
5143,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3246,100000,691,3428540
5144,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3244,100000,691,3428540
5145,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3232,100000,691,3428540
5146,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3234,100000,691,3428540
5147,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3240,100000,691,3428540
5148,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3230,100000,691,3428540
5149,2020-11-05,BHARATIYA JANATA PARTY,*******8244,OL,3238,100000,691,3428540
5150,2020-11-06,AAM AADMI PARTY,*******5086,OC,7782,10000000,691,3428540
5151,2020-11-06,AAM AADMI PARTY,*******5086,OC,7700,10000000,691,3428540
5152,2020-11-06,AAM AADMI PARTY,*******5086,OC,7780,10000000,691,3428540
5153,2020-11-07,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,9020,10000000,847,3382516
5154,2020-11-07,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9004,10000000,847,3382516
5155,2020-11-07,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9106,10000000,847,3382516
5156,2020-11-07,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8962,10000000,847,3382516
5157,2020-11-07,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9084,10000000,847,3382516
5158,2020-11-07,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,8986,10000000,847,3382516
5159,2020-11-07,YSR  CONGRESS PARTY  (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,OC,9124,10000000,847,3382516
