Sr No._x,Date of Encashment,Name of the Political Party,Account no. of Political Party,Prefix,Bond Number,Denominations_x,Pay Branch Code,Pay Teller,Sr No._y,Reference No  (URN),Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations_y,Issue Branch Code,Issue Teller,Status
2660,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3151,100000,691,3300196,,,,,,,,,,
2661,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3160,100000,691,3300196,,,,,,,,,,
2662,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3152,100000,691,3300196,,,,,,,,,,
2663,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3158,100000,691,3300196,,,,,,,,,,
2664,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3154,100000,691,3300196,,,,,,,,,,
2665,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3172,100000,691,3300196,,,,,,,,,,
2666,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3177,100000,691,3300196,,,,,,,,,,
2667,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3159,100000,691,3300196,,,,,,,,,,
2668,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3171,100000,691,3300196,,,,,,,,,,
2669,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3153,100000,691,3300196,,,,,,,,,,
2670,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,3176,100000,691,3300196,,,,,,,,,,
2671,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1102,100000,691,3300196,,,,,,,,,,
2672,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1105,100000,691,3300196,,,,,,,,,,
2673,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1096,100000,691,3300196,,,,,,,,,,
2674,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1103,100000,691,3300196,,,,,,,,,,
2675,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1101,100000,691,3300196,,,,,,,,,,
2676,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1104,100000,691,3300196,,,,,,,,,,
2677,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1107,100000,691,3300196,,,,,,,,,,
2678,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1109,100000,691,3300196,,,,,,,,,,
2679,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1100,100000,691,3300196,,,,,,,,,,
2680,2019-04-23,BHARATIYA JANATA PARTY,*******8244,OL,1108,100000,691,3300196,,,,,,,,,,
2698,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12891,1000000,167,3777278,,,,,,,,,,
2699,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12897,1000000,167,3777278,,,,,,,,,,
2700,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12893,1000000,167,3777278,,,,,,,,,,
2701,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12889,1000000,167,3777278,,,,,,,,,,
2702,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12895,1000000,167,3777278,,,,,,,,,,
2703,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12843,1000000,167,3777278,,,,,,,,,,
2704,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12839,1000000,167,3777278,,,,,,,,,,
2705,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12837,1000000,167,3777278,,,,,,,,,,
2706,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12841,1000000,167,3777278,,,,,,,,,,
2707,2019-04-23,JHARKHAND MUKTI MORCHA,*******5076,TL,12835,1000000,167,3777278,,,,,,,,,,
2720,2019-04-23,SHIVSENA,*******4444,OC,6668,10000000,300,6283527,,,,,,,,,,
2723,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23632,100000,691,3300196,,,,,,,,,,
2724,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23623,100000,691,3300196,,,,,,,,,,
2725,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23634,100000,691,3300196,,,,,,,,,,
2726,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23619,100000,691,3300196,,,,,,,,,,
2727,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23636,100000,691,3300196,,,,,,,,,,
2728,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23630,100000,691,3300196,,,,,,,,,,
2729,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23621,100000,691,3300196,,,,,,,,,,
2730,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23627,100000,691,3300196,,,,,,,,,,
2731,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23625,100000,691,3300196,,,,,,,,,,
2732,2019-04-24,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,23628,100000,691,3300196,,,,,,,,,,
2748,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OC,6276,10000000,691,3300196,,,,,,,,,,
2749,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OC,6226,10000000,691,3300196,,,,,,,,,,
2750,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OC,6277,10000000,691,3300196,,,,,,,,,,
2751,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OC,6240,10000000,691,3300196,,,,,,,,,,
2756,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11429,1000000,691,3300196,,,,,,,,,,
2757,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11421,1000000,691,3300196,,,,,,,,,,
2758,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11433,1000000,691,3300196,,,,,,,,,,
2759,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11435,1000000,691,3300196,,,,,,,,,,
2760,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11431,1000000,691,3300196,,,,,,,,,,
2761,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11430,1000000,691,3300196,,,,,,,,,,
2762,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11434,1000000,691,3300196,,,,,,,,,,
2763,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11428,1000000,691,3300196,,,,,,,,,,
2764,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11427,1000000,691,3300196,,,,,,,,,,
2765,2019-04-25,BHARATIYA JANATA PARTY,*******8244,TL,11436,1000000,691,3300196,,,,,,,,,,
2802,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OL,103,100000,691,3300196,,,,,,,,,,
2803,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OL,154,100000,691,3300196,,,,,,,,,,
2804,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OL,115,100000,691,3300196,,,,,,,,,,
2805,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OL,168,100000,691,3300196,,,,,,,,,,
2806,2019-04-25,BHARATIYA JANATA PARTY,*******8244,OL,127,100000,691,3300196,,,,,,,,,,
2854,2019-04-25,SHIVSENA,*******4444,OL,2142,100000,300,6283527,,,,,,,,,,
2855,2019-04-25,SHIVSENA,*******4444,OL,2144,100000,300,6283527,,,,,,,,,,
2856,2019-04-25,SHIVSENA,*******4444,OL,2146,100000,300,6283527,,,,,,,,,,
